[INFO] [2018-12-10 13:38:56,279] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:38:59,866] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:39:56,278] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:39:59,545] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:40:56,290] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:40:59,267] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:41:56,290] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:41:59,671] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:42:56,288] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:42:59,726] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:43:56,283] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:43:59,413] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:44:56,287] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:44:59,610] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:45:56,286] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:45:59,347] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:46:56,287] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:47:00,144] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:47:56,286] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:48:00,490] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:48:56,277] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:48:59,503] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:49:56,289] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:49:59,683] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:50:56,286] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:50:59,679] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:51:56,288] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:52:00,650] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:52:56,286] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:52:59,837] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:53:56,287] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:53:59,742] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:54:56,292] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:54:59,388] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:55:56,292] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:55:59,368] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:56:56,289] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:56:59,764] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:57:56,288] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:57:59,477] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:58:56,290] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:58:59,640] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 13:59:56,285] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 13:59:59,511] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:00:56,287] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:00:59,599] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:01:56,284] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:01:59,336] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:02:56,278] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:02:59,683] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:03:56,290] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:04:00,446] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:04:56,289] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:04:59,384] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:05:56,290] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:05:59,729] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:06:56,287] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:07:00,095] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:07:56,286] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:07:59,373] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:08:56,315] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:08:59,986] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:09:56,311] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:10:03,558] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:10:56,281] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:11:00,173] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:11:56,280] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:12:00,611] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:12:56,277] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:12:59,553] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:13:56,286] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:13:59,499] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:14:56,287] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:14:59,879] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:15:56,284] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:15:59,700] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:16:56,286] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:16:59,821] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:17:56,278] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:18:00,234] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
[INFO] [2018-12-10 14:18:56,291] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 139: 开始更新评论
[INFO] [2018-12-10 14:19:00,363] [E:\pythontest\SHJPro\SHJ\views.py] [views] [tsk_up_comment] 143: 更新评论结束
